"No.","Time","Source","Destination","Protocol","Length","Info"
"5777","346.912404","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","569","-> I (14331,2668) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (14332,2668) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (14333,2668) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (14334,2668) ASDU=65535 F_LS_NA_1 File    IOA=65537"
"5778","346.912778","192.168.11.111","192.168.11.248","IEC 60870-5-104","60","<- S (14332) "
"5779","346.913268","192.168.11.111","192.168.11.248","IEC 60870-5 ASDU","73","<- I (2668,14335) ASDU=65535 F_AF_NA_1 File    IOA=65537"
"5780","346.913640","192.168.11.248","192.168.11.111","TCP","60","2404  >  49784 [ACK] Seq=762681 Ack=20057 Win=4470 Len=0"
"5781","346.915857","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","74","-> I (14335,2669) ASDU=65535 F_LS_NA_1 File    IOA=65537"
"5782","346.916051","192.168.11.111","192.168.11.248","IEC 60870-5 ASDU","73","<- I (2669,14336) ASDU=65535 F_AF_NA_1 File    IOA=65537"
"5783","346.916370","192.168.11.248","192.168.11.111","IEC 60870-5-104","60","-> S (2670) "
"5784","347.114547","192.168.11.111","192.168.11.248","TCP","54","49784  >  2404 [ACK] Seq=20076 Ack=762707 Win=65062 Len=0"
"5785","349.301344","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","81","-> I (14336,2670) ASDU=65535 M_ME_TF_1 Spont   IOA=2"
"5786","349.505265","192.168.11.111","192.168.11.248","TCP","54","49784  >  2404 [ACK] Seq=20076 Ack=762734 Win=65035 Len=0"
"5787","351.923940","192.168.11.111","192.168.11.248","IEC 60870-5 ASDU","73","<- I (2670,14337) ASDU=65535 F_SC_NA_1 File    IOA=65537"
"5788","351.924375","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","75","-> I (14337,2671) ASDU=65535 F_FR_NA_1 File    IOA=65537"
"5789","351.924588","192.168.11.111","192.168.11.248","IEC 60870-5 ASDU","73","<- I (2671,14338) ASDU=65535 F_SC_NA_1 File    IOA=65537"
"5790","351.924920","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","76","-> I (14338,2672) ASDU=65535 F_SR_NA_1 File    IOA=65537"
"5791","351.986685","192.168.11.111","192.168.11.248","IEC 60870-5 ASDU","73","<- I (2672,14339) ASDU=65535 F_SC_NA_1 File    IOA=65537"
"5792","351.987483","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","590","-> I (14339,2673) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (14340,2673) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"5793","351.987484","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","87","-> I (14341,2673) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"5794","351.987520","192.168.11.111","192.168.11.248","TCP","54","49784  >  2404 [ACK] Seq=20133 Ack=763346 Win=65088 Len=0"
"5795","351.987811","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","590","-> I (14342,2673) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (14343,2673) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"5796","351.987812","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","87","-> I (14344,2673) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"5797","351.987825","192.168.11.111","192.168.11.248","TCP","54","49784  >  2404 [ACK] Seq=20133 Ack=763915 Win=64519 Len=0"
"5798","351.988163","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","590","-> I (14345,2673) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (14346,2673) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"5799","351.988539","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","87","-> I (14347,2673) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"5800","351.988540","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","590","-> I (14348,2673) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (14349,2673) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"5801","351.988552","192.168.11.111","192.168.11.248","TCP","54","49784  >  2404 [ACK] Seq=20133 Ack=765020 Win=65088 Len=0"
"5802","351.988892","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","87","-> I (14350,2673) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"5803","351.988955","192.168.11.111","192.168.11.248","IEC 60870-5-104","60","<- S (14346) "
"5804","351.989670","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","590","-> I (14351,2673) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (14352,2673) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"5805","352.204004","192.168.11.111","192.168.11.248","TCP","54","49784  >  2404 [ACK] Seq=20139 Ack=765589 Win=64519 Len=0"
"5806","352.204746","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","569","-> I (14353,2673) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (14354,2673) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (14355,2673) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (14356,2673) ASDU=65535 F_LS_NA_1 File    IOA=65537"
"5807","352.205125","192.168.11.111","192.168.11.248","IEC 60870-5-104","60","<- S (14354) "
"5808","352.205638","192.168.11.111","192.168.11.248","IEC 60870-5 ASDU","73","<- I (2673,14357) ASDU=65535 F_AF_NA_1 File    IOA=65537"
"5809","352.205994","192.168.11.248","192.168.11.111","TCP","60","2404  >  49784 [ACK] Seq=766104 Ack=20164 Win=4363 Len=0"
"5810","352.205995","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","74","-> I (14357,2674) ASDU=65535 F_LS_NA_1 File    IOA=65537"
"5811","352.206193","192.168.11.111","192.168.11.248","IEC 60870-5 ASDU","73","<- I (2674,14358) ASDU=65535 F_AF_NA_1 File    IOA=65537"
"5812","352.206541","192.168.11.248","192.168.11.111","IEC 60870-5-104","60","-> S (2675) "
"5813","352.406828","192.168.11.111","192.168.11.248","TCP","54","49784  >  2404 [ACK] Seq=20183 Ack=766130 Win=65062 Len=0"
"5814","353.501526","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","81","-> I (14358,2675) ASDU=65535 M_ME_TF_1 Spont   IOA=2"
"5815","353.717225","192.168.11.111","192.168.11.248","TCP","54","49784  >  2404 [ACK] Seq=20183 Ack=766157 Win=65035 Len=0"
"5816","357.196610","192.168.11.111","192.168.11.248","IEC 60870-5 ASDU","73","<- I (2675,14359) ASDU=65535 F_SC_NA_1 File    IOA=65537"
"5817","357.197069","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","75","-> I (14359,2676) ASDU=65535 F_FR_NA_1 File    IOA=65537"
"5818","357.197287","192.168.11.111","192.168.11.248","IEC 60870-5 ASDU","73","<- I (2676,14360) ASDU=65535 F_SC_NA_1 File    IOA=65537"
"5819","357.197612","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","76","-> I (14360,2677) ASDU=65535 F_SR_NA_1 File    IOA=65537"
"5820","357.259160","192.168.11.111","192.168.11.248","IEC 60870-5 ASDU","73","<- I (2677,14361) ASDU=65535 F_SC_NA_1 File    IOA=65537"
"5821","357.306444","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","590","-> I (14361,2678) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (14362,2678) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"5822","357.306445","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","87","-> I (14363,2678) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"5823","357.306445","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","590","-> I (14364,2678) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (14365,2678) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"5824","357.306490","192.168.11.111","192.168.11.248","TCP","54","49784  >  2404 [ACK] Seq=20240 Ack=767305 Win=65088 Len=0"
"5825","357.306788","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","87","-> I (14366,2678) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"5826","357.306788","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","590","-> I (14367,2678) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (14368,2678) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"5827","357.306803","192.168.11.111","192.168.11.248","TCP","54","49784  >  2404 [ACK] Seq=20240 Ack=767874 Win=64519 Len=0"
"5828","357.307138","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","87","-> I (14369,2678) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"5829","357.307593","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","590","-> I (14370,2678) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (14371,2678) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"5830","357.307606","192.168.11.111","192.168.11.248","TCP","54","49784  >  2404 [ACK] Seq=20240 Ack=768443 Win=65088 Len=0"
"5831","357.307941","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","87","-> I (14372,2678) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"5832","357.307949","192.168.11.111","192.168.11.248","IEC 60870-5-104","60","<- S (14368) "
"5833","357.308645","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","590","-> I (14373,2678) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (14374,2678) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"5834","357.308660","192.168.11.111","192.168.11.248","TCP","54","49784  >  2404 [ACK] Seq=20246 Ack=769012 Win=64519 Len=0"
"5835","357.309368","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","569","-> I (14375,2678) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (14376,2678) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (14377,2678) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (14378,2678) ASDU=65535 F_LS_NA_1 File    IOA=65537"
"5836","357.309721","192.168.11.111","192.168.11.248","IEC 60870-5-104","60","<- S (14376) "
"5837","357.310078","192.168.11.111","192.168.11.248","IEC 60870-5 ASDU","73","<- I (2678,14379) ASDU=65535 F_AF_NA_1 File    IOA=65537"
"5838","357.310486","192.168.11.248","192.168.11.111","TCP","60","2404  >  49784 [ACK] Seq=769527 Ack=20271 Win=4256 Len=0"
"5839","357.310487","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","74","-> I (14379,2679) ASDU=65535 F_LS_NA_1 File    IOA=65537"
"5840","357.310705","192.168.11.111","192.168.11.248","IEC 60870-5 ASDU","73","<- I (2679,14380) ASDU=65535 F_AF_NA_1 File    IOA=65537"
"5841","357.311018","192.168.11.248","192.168.11.111","IEC 60870-5-104","60","-> S (2680) "
"5842","357.523513","192.168.11.111","192.168.11.248","TCP","54","49784  >  2404 [ACK] Seq=20290 Ack=769553 Win=65062 Len=0"
"5845","359.501292","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","81","-> I (14380,2680) ASDU=65535 M_ME_TF_1 Spont   IOA=2"
"5846","359.709461","192.168.11.111","192.168.11.248","TCP","54","49784  >  2404 [ACK] Seq=20290 Ack=769580 Win=65035 Len=0"
"5851","362.284113","192.168.11.111","192.168.11.248","IEC 60870-5 ASDU","73","<- I (2680,14381) ASDU=65535 F_SC_NA_1 File    IOA=65537"
"5852","362.318110","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","75","-> I (14381,2681) ASDU=65535 F_FR_NA_1 File    IOA=65537"
"5853","362.318331","192.168.11.111","192.168.11.248","IEC 60870-5 ASDU","73","<- I (2681,14382) ASDU=65535 F_SC_NA_1 File    IOA=65537"
"5854","362.318677","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","76","-> I (14382,2682) ASDU=65535 F_SR_NA_1 File    IOA=65537"
"5855","362.346585","192.168.11.111","192.168.11.248","IEC 60870-5 ASDU","73","<- I (2682,14383) ASDU=65535 F_SC_NA_1 File    IOA=65537"
"5856","362.347458","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","590","-> I (14383,2683) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (14384,2683) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"5857","362.347459","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","87","-> I (14385,2683) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"5858","362.347460","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","590","-> I (14386,2683) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (14387,2683) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"5859","362.347495","192.168.11.111","192.168.11.248","TCP","54","49784  >  2404 [ACK] Seq=20347 Ack=770728 Win=65088 Len=0"
"5860","362.347776","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","87","-> I (14388,2683) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"5861","362.347777","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","590","-> I (14389,2683) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (14390,2683) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"5862","362.347789","192.168.11.111","192.168.11.248","TCP","54","49784  >  2404 [ACK] Seq=20347 Ack=771297 Win=64519 Len=0"
"5863","362.348126","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","87","-> I (14391,2683) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"5864","362.348580","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","590","-> I (14392,2683) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (14393,2683) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"5865","362.348591","192.168.11.111","192.168.11.248","TCP","54","49784  >  2404 [ACK] Seq=20347 Ack=771866 Win=65088 Len=0"
"5866","362.348929","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","87","-> I (14394,2683) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"5867","362.349022","192.168.11.111","192.168.11.248","IEC 60870-5-104","60","<- S (14390) "
"5868","362.349740","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","590","-> I (14395,2683) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (14396,2683) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"5869","362.564201","192.168.11.111","192.168.11.248","TCP","54","49784  >  2404 [ACK] Seq=20353 Ack=772435 Win=64519 Len=0"
"5870","362.564883","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","569","-> I (14397,2683) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (14398,2683) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (14399,2683) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (14400,2683) ASDU=65535 F_LS_NA_1 File    IOA=65537"
"5871","362.565291","192.168.11.111","192.168.11.248","IEC 60870-5-104","60","<- S (14398) "
"5872","362.565913","192.168.11.111","192.168.11.248","IEC 60870-5 ASDU","73","<- I (2683,14401) ASDU=65535 F_AF_NA_1 File    IOA=65537"
"5873","362.566274","192.168.11.248","192.168.11.111","TCP","60","2404  >  49784 [ACK] Seq=772950 Ack=20378 Win=4149 Len=0"
"5874","362.568109","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","74","-> I (14401,2684) ASDU=65535 F_LS_NA_1 File    IOA=65537"
"5875","362.568304","192.168.11.111","192.168.11.248","IEC 60870-5 ASDU","73","<- I (2684,14402) ASDU=65535 F_AF_NA_1 File    IOA=65537"
"5876","362.568622","192.168.11.248","192.168.11.111","IEC 60870-5-104","60","-> S (2685) "
"5877","362.782596","192.168.11.111","192.168.11.248","TCP","54","49784  >  2404 [ACK] Seq=20397 Ack=772976 Win=65062 Len=0"
"5878","365.100910","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","81","-> I (14402,2685) ASDU=65535 M_ME_TF_1 Spont   IOA=2"
"5879","365.309750","192.168.11.111","192.168.11.248","TCP","54","49784  >  2404 [ACK] Seq=20397 Ack=773003 Win=65035 Len=0"
"5880","367.100971","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","81","-> I (14403,2685) ASDU=65535 M_ME_TF_1 Spont   IOA=2"
"5881","367.306484","192.168.11.111","192.168.11.248","TCP","54","49784  >  2404 [ACK] Seq=20397 Ack=773030 Win=65008 Len=0"
"5882","367.556825","192.168.11.111","192.168.11.248","IEC 60870-5 ASDU","73","<- I (2685,14404) ASDU=65535 F_SC_NA_1 File    IOA=65537"
"5883","367.557619","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","75","-> I (14404,2686) ASDU=65535 F_FR_NA_1 File    IOA=65537"
"5884","367.557843","192.168.11.111","192.168.11.248","IEC 60870-5 ASDU","73","<- I (2686,14405) ASDU=65535 F_SC_NA_1 File    IOA=65537"
"5885","367.559901","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","76","-> I (14405,2687) ASDU=65535 F_SR_NA_1 File    IOA=65537"
"5886","367.619301","192.168.11.111","192.168.11.248","IEC 60870-5 ASDU","73","<- I (2687,14406) ASDU=65535 F_SC_NA_1 File    IOA=65537"
"5887","367.620159","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","590","-> I (14406,2688) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (14407,2688) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"5888","367.620160","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","87","-> I (14408,2688) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"5889","367.620193","192.168.11.111","192.168.11.248","TCP","54","49784  >  2404 [ACK] Seq=20454 Ack=773642 Win=65088 Len=0"
"5890","367.620477","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","590","-> I (14409,2688) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (14410,2688) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"5891","367.620477","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","87","-> I (14411,2688) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"5892","367.620490","192.168.11.111","192.168.11.248","TCP","54","49784  >  2404 [ACK] Seq=20454 Ack=774211 Win=64519 Len=0"
"5893","367.620820","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","590","-> I (14412,2688) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (14413,2688) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"5894","367.621152","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","87","-> I (14414,2688) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"5895","367.621152","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","590","-> I (14415,2688) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (14416,2688) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"5896","367.621164","192.168.11.111","192.168.11.248","TCP","54","49784  >  2404 [ACK] Seq=20454 Ack=775316 Win=65088 Len=0"
"5897","367.621499","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","87","-> I (14417,2688) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"5898","367.621628","192.168.11.111","192.168.11.248","IEC 60870-5-104","60","<- S (14413) "
"5899","367.622341","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","590","-> I (14418,2688) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (14419,2688) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"5900","367.821264","192.168.11.111","192.168.11.248","TCP","54","49784  >  2404 [ACK] Seq=20460 Ack=775885 Win=64519 Len=0"
"5901","367.821929","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","569","-> I (14420,2688) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (14421,2688) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (14422,2688) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (14423,2688) ASDU=65535 F_LS_NA_1 File    IOA=65537"
"5902","367.822291","192.168.11.111","192.168.11.248","IEC 60870-5-104","60","<- S (14421) "
"5903","367.822763","192.168.11.111","192.168.11.248","IEC 60870-5 ASDU","73","<- I (2688,14424) ASDU=65535 F_AF_NA_1 File    IOA=65537"
"5904","367.823178","192.168.11.248","192.168.11.111","TCP","60","2404  >  49784 [ACK] Seq=776400 Ack=20485 Win=4583 Len=0"
"5905","367.828688","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","74","-> I (14424,2689) ASDU=65535 F_LS_NA_1 File    IOA=65537"
"5906","367.828885","192.168.11.111","192.168.11.248","IEC 60870-5 ASDU","73","<- I (2689,14425) ASDU=65535 F_AF_NA_1 File    IOA=65537"
"5907","367.829207","192.168.11.248","192.168.11.111","IEC 60870-5-104","60","-> S (2690) "
"5908","368.039693","192.168.11.111","192.168.11.248","TCP","54","49784  >  2404 [ACK] Seq=20504 Ack=776426 Win=65062 Len=0"
"5909","370.100839","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","81","-> I (14425,2690) ASDU=65535 M_ME_TF_1 Spont   IOA=2"
"5910","370.319253","192.168.11.111","192.168.11.248","TCP","54","49784  >  2404 [ACK] Seq=20504 Ack=776453 Win=65035 Len=0"
"5911","372.831507","192.168.11.111","192.168.11.248","IEC 60870-5 ASDU","73","<- I (2690,14426) ASDU=65535 F_SC_NA_1 File    IOA=65537"
"5912","372.838709","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","75","-> I (14426,2691) ASDU=65535 F_FR_NA_1 File    IOA=65537"
"5913","372.838924","192.168.11.111","192.168.11.248","IEC 60870-5 ASDU","73","<- I (2691,14427) ASDU=65535 F_SC_NA_1 File    IOA=65537"
"5914","372.839256","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","76","-> I (14427,2692) ASDU=65535 F_SR_NA_1 File    IOA=65537"
"5915","372.894076","192.168.11.111","192.168.11.248","IEC 60870-5 ASDU","73","<- I (2692,14428) ASDU=65535 F_SC_NA_1 File    IOA=65537"
"5916","372.896320","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","590","-> I (14428,2693) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (14429,2693) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"5917","372.896321","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","87","-> I (14430,2693) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"5918","372.896322","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","590","-> I (14431,2693) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (14432,2693) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"5919","372.896370","192.168.11.111","192.168.11.248","TCP","54","49784  >  2404 [ACK] Seq=20561 Ack=777601 Win=65088 Len=0"
"5920","372.896673","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","87","-> I (14433,2693) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"5921","372.896673","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","590","-> I (14434,2693) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (14435,2693) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"5922","372.896686","192.168.11.111","192.168.11.248","TCP","54","49784  >  2404 [ACK] Seq=20561 Ack=778170 Win=64519 Len=0"
"5923","372.897019","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","87","-> I (14436,2693) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"5924","372.897479","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","590","-> I (14437,2693) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (14438,2693) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"5925","372.897491","192.168.11.111","192.168.11.248","TCP","54","49784  >  2404 [ACK] Seq=20561 Ack=778739 Win=65088 Len=0"
"5926","372.897783","192.168.11.111","192.168.11.248","IEC 60870-5-104","60","<- S (14435) "
"5927","372.897829","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","87","-> I (14439,2693) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"5928","372.898498","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","590","-> I (14440,2693) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (14441,2693) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"5929","372.898512","192.168.11.111","192.168.11.248","TCP","54","49784  >  2404 [ACK] Seq=20567 Ack=779308 Win=64519 Len=0"
"5930","372.899221","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","569","-> I (14442,2693) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (14443,2693) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (14444,2693) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (14445,2693) ASDU=65535 F_LS_NA_1 File    IOA=65537"
"5931","372.899572","192.168.11.111","192.168.11.248","IEC 60870-5-104","60","<- S (14443) "
"5932","372.899926","192.168.11.111","192.168.11.248","IEC 60870-5 ASDU","73","<- I (2693,14446) ASDU=65535 F_AF_NA_1 File    IOA=65537"
"5933","372.900295","192.168.11.248","192.168.11.111","TCP","60","2404  >  49784 [ACK] Seq=779823 Ack=20592 Win=4476 Len=0"
"5934","372.900295","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","74","-> I (14446,2694) ASDU=65535 F_LS_NA_1 File    IOA=65537"
"5935","372.900512","192.168.11.111","192.168.11.248","IEC 60870-5 ASDU","73","<- I (2694,14447) ASDU=65535 F_AF_NA_1 File    IOA=65537"
"5936","372.900894","192.168.11.248","192.168.11.111","IEC 60870-5-104","60","-> S (2695) "
"5937","373.111596","192.168.11.111","192.168.11.248","TCP","54","49784  >  2404 [ACK] Seq=20611 Ack=779849 Win=65062 Len=0"
"5938","373.901701","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","81","-> I (14447,2695) ASDU=65535 M_ME_TF_1 Spont   IOA=2"
"5939","374.109981","192.168.11.111","192.168.11.248","TCP","54","49784  >  2404 [ACK] Seq=20611 Ack=779876 Win=65035 Len=0"
"5940","375.701793","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","81","-> I (14448,2695) ASDU=65535 M_ME_TF_1 Spont   IOA=2"
"5941","375.919530","192.168.11.111","192.168.11.248","TCP","54","49784  >  2404 [ACK] Seq=20611 Ack=779903 Win=65008 Len=0"
"5942","377.932601","192.168.11.111","192.168.11.248","IEC 60870-5 ASDU","73","<- I (2695,14449) ASDU=65535 F_SC_NA_1 File    IOA=65537"
"5943","377.933224","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","75","-> I (14449,2696) ASDU=65535 F_FR_NA_1 File    IOA=65537"
"5944","377.933434","192.168.11.111","192.168.11.248","IEC 60870-5 ASDU","73","<- I (2696,14450) ASDU=65535 F_SC_NA_1 File    IOA=65537"
"5945","377.933821","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","76","-> I (14450,2697) ASDU=65535 F_SR_NA_1 File    IOA=65537"
"5946","377.994909","192.168.11.111","192.168.11.248","IEC 60870-5 ASDU","73","<- I (2697,14451) ASDU=65535 F_SC_NA_1 File    IOA=65537"
"5947","377.996796","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","590","-> I (14451,2698) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (14452,2698) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"5948","377.996797","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","87","-> I (14453,2698) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"5949","377.996833","192.168.11.111","192.168.11.248","TCP","54","49784  >  2404 [ACK] Seq=20668 Ack=780515 Win=65088 Len=0"
